Whopper, main, 670
Bacon King Jr, main, 730
Double Whopper, main, 900
Whopper Jr, main, 340
Bacon & Cheese Whopper, main, 770
Bacon King, main, 1040
6pc Chicken Nuggets, main, 290
Medium French Fries, side, 410
Medium Onion Ring, side, 410
4pc Mozzarella Sticks, side, 280
