6pc Chicken Nuggets, main, 110
Chicken Sandwich, main, 440
Waffle Fries, side, 280
3pc Chick-n-Strips, main, 250
Chicken Tortilla Soup, side, 260
Grilled Market Salad, side, 200
Chargrilled Chicken Sandwich, main, 310
Small Kale Superfood Side, side, 140
Spicy Chicken Sandwich, main, 450
Cobb Salad, main, 430
